63,"Beef, eye of round roast, raw (ER37-R-17)",47
64,"Beef, eye of round roast, raw (ER37-R-18)",225
65,"Beef, eye of round roast, raw (ER37-R-22)",37
66,"Beef, eye of round roast, raw (ER37-R-23)",91
67,"Beef, eye of round roast, raw (ER37-R-28)",84
68,"Beef, eye of round roast, raw (ER37-R-29)",188
69,"Beef, eye of round roast, raw (ER37-R-35)",93
70,"Beef, eye of round roast, raw (ER37-R-36)",207
71,"Beef, eye of round steak, raw (ES36-R-10) ",88
72,"Beef, eye of round steak, raw (ES36-R-11) ",60
73,"Beef, eye of round steak, raw (ES36-R-16) ",18
74,"Beef, eye of round steak, raw (ES36-R-17) ",149
75,"Beef, eye of round steak, raw (ES36-R-18) ",13
76,"Beef, eye of round steak, raw (ES36-R-22) ",93
77,"Beef, eye of round steak, raw (ES36-R-23) ",10
78,"Beef, eye of round steak, raw (ES36-R-28) ",115
79,"Beef, eye of round steak, raw (ES36-R-29) ",233
80,"Beef, eye of round steak, raw (ES36-R-35) ",234
81,"Beef, eye of round steak, raw (ES36-R-36) ",185
82,"Se - Beef,  Eye of Round roast/steak, select, raw, comp13, lean",268
83,"Minerals - Beef,  Eye of Round roast/steak, select, raw, comp13, lean",188
84,"Beef, Eye of Round roast/steak, lean only, raw, animal 10, select",197
85,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 10, select",282
86,"Beef, Eye of Round roast/steak, select, raw, comp5, lean (36BRERS/37BRERRS)",1
87,"B12, B6, B3, B2 - Beef, Eye of Round roast/steak, select, raw, comp5, lean",53
88,"FA - Beef, Eye of Round roast/steak, select, raw, comp5, lean",110
89,"Choles, FA - Beef, Eye of Round roast/steak, select, raw, comp5, lean",247
90,"Beef, Eye of Round roast/steak, lean only, raw, animal 11, select",204
91,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 11, select",32
92,"Beef, Eye of Round roast/steak, lean only, raw, animal 16, select",295
93,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 16, select",110
94,"Beef, Eye of Round roast/steak, lean only, raw, animal 17, select",3
95,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 17, select",293
96,"Beef, Eye of Round roast/steak, lean only, raw, animal 18, select",81
97,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 18, select",282
98,"Beef, Eye of Round roast/steak, select, raw, comp6, lean (36BRERS/37BRERRS)",11
99,"B12, B6, B3, B2 - Beef, Eye of Round roast/steak, select, raw, comp6, lean",252
100,"Choles, FA - Beef, Eye of Round roast/steak, select, raw, comp6, lean",47
101,"FA - Beef, Eye of Round roast/steak, select, raw, comp6, lean",100
102,"Beef, Eye of Round roast/steak, lean only, raw, animal 22, select",141
103,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 22, select",192
104,"Beef, Eye of Round roast/steak, lean only, raw, animal 23, select",227
105,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 23, select",57
106,"Beef, Eye of Round roast/steak, lean only, raw, animal 28, select",38
107,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 28, select",20
108,"Beef, Eye of Round roast/steak, lean only, raw, animal 29, select",147
109,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 29, select",297
110,"Beef, Eye of Round roast/steak, lean only, raw, animal 35, select",66
111,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 35, select",169
112,"Beef, Eye of Round roast/steak, lean only, raw, animal 36, select",208
113,"Proximates, Beef, Eye of Round roast/steak, lean only, raw, animal 36, select",181
114,"TOMATOES, GRAPE",261
115,"Hummus, commercial",153
116,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",214
117,"Tomatoes, grape, raw",207
118,"SALT, MORTON, IODIZED",279
119,Salt; iodized,249
120,"Salt, Not Iodized",112
121,"Salt, Iodized",273
122,"SALT, GREAT VALUE, IODIZED",0
123,"SALT, HEB IODIZED",38
124,"SALT, LAURA LYNN, IODIZED",9
125,"SALT, ESSENTIAL EVERYDAY, IODIZED",270
126,"SALT, HY VEE, IODIZED",172
127,"SALT, SIGNATURE KITCHENS, IODIZED",51
128,"SALT, FOOD CLUB, IODIZED",28
129,"Salt, iodized - NFY121S6F",73
130,"Salt, iodized - NFY121S6G",228
131,"SALT, SHOP RITE, IODIZED",222
132,"Salt, table, iodized",211
133,"BEANS, SNAP, CANNED, DRAINED, DEL MONTE",237
134,Beans snap canned drained,167
135,"Beans, snap, canned, drained - NFY1211Z9",207
136,"Beans, snap, canned, drained - NFY1211ZM",187
137,"Beans, snap, canned, drained - NFY1211Z2",71
138,"Beans, snap, canned, drained - NFY1211Z3",50
139,"Beans, snap, canned, drained - NFY1211YP",115
140,"Beans, snap, canned, drained - NFY1211YQ",286
141,"Beans, snap, canned, drained - NFY1211YW",130
142,"Beans, snap, canned, drained - NFY1211ZF",218
143,"Beans, snap, canned, drained - NFY1211ZG",284
144,"BEANS, SNAP, CANNED, DRAINED, STORE BRAND",127
145,"Beans, snap, canned, drained - NFY1211ZZ",136
146,"Beans, snap, canned, drained - NFY12120I",138
147,"Beans, snap, canned, drained - NFY12120J",191
148,"Beans, snap, canned, drained - NFY12120C",204
149,"Beans, snap, canned, drained - NFY12120P",43
150,"BEANS, SNAP, CANNED, DRAINED, GREAT VALUE",116
151,"Beans, snap, canned, drained - NFY121205",21
152,"Beans, snap, canned, drained - NFY121206",242
153,"Beans, snap, canned, drained - NFY1211ZS",15
154,"Beans, snap, canned, drained - NFY1211ZT",49
155,"Beans, snap, green, canned, regular pack, drained solids",221
156,"Broccoli, raw (IN1,NY1) - CY0906E",203
157,"Broccoli, raw, 2 bunches (IN1) - NFY0905DD",222
158,"Broccoli, raw, 3 bunches (NY1) - NFY0905EV",160
159,"Broccoli, raw, 3 bunches (IN1) - NFY0905DC",117
160,"Moisture, Broccoli, raw (IN1,NY1) - NFY0904J7",164
161,"Vitamin C, Broccoli, raw (IN1,NY1) - NFY0904J9",155
162,"Broccoli, cooked (IN1,NY1) - CY0906K",98
163,"Moisture, Broccoli, cooked (IN1,NY1) - NFY0904KJ",15
164,"Vitamin C, Broccoli, cooked (IN1,NY1) - NFY0904KK",169
165,"Broccoli, raw (CA2,NC1) - CY0906G",169
166,"Broccoli, raw, OCEAN MIST, 4 bunches; Product of USA (NC1) - NFY0905IY",159
167,"Broccoli, raw, OCEAN MIST, 4 bunches; Product of USA (NC1) - NFY0905IX",40
168,"Broccoli, raw, 7 bunches (CA2) - NFY0905JA",141
169,"Broccoli, raw, OCEAN MIST, 3 bunches; Product of USA (NC1) - NFY0905IW",280
170,"Moisture, Broccoli, raw (CA2,NC1) - NFY0904JN",179
171,"Vitamin C, Broccoli, raw (CA2,NC1) - NFY0904JO",151
172,"Broccoli, cooked (CA2,NC1) - CY0906M",111
173,"Moisture, Broccoli, cooked (CA2,NC1) - NFY0904KZ",127
174,"Vitamin C, Broccoli, cooked (CA2,NC1) - NFY0904L0",297
175,"Broccoli, raw (AL1,CA1) - CY0906F",201
176,"Broccoli, raw, 4 bunches; Product of USA (AL1) - NFY0905HL",265
177,"Broccoli, raw, 4 bunches (CA1) - NFY0905IN",216
178,"Broccoli, raw, 4 bunches; Product of USA (AL1) - NFY0905HK",237
179,"Broccoli, raw, 4 bunches (CA1) - NFY0905IM",245
180,"Moisture, Broccoli, raw (AL1,CA1) - NFY0904JF",242
181,"Vitamin C, Broccoli, raw (AL1,CA1) - NFY0904JG",118
182,"Broccoli, cooked (AL1,CA1) - CY0906L",28
183,"Moisture, Broccoli, cooked (AL1,CA1) - NFY0904KR",200
184,"Vitamin C, Broccoli, cooked (AL1,CA1) - NFY0904KS",149
185,"Broccoli, raw (CO2,CT1) - CY0906H",238
186,"Broccoli, raw, 1 Bunch (CT1) - NFY0905EK",215
187,"Broccoli, raw, 1 Bunch (CT1) - NFY0905EM",39
188,"Broccoli, raw, 3 Ct (CO2) - NFY0905F0",39
189,"Broccoli, raw, 1 Bunch (CT1) - NFY0905EL",170
190,"Moisture, Broccoli, raw (CO2,CT1) - NFY0904JV",21
191,"Vitamin C, Broccoli, raw (CO2,CT1) - NFY0904JW",284
192,"Broccoli, cooked (CO2,CT1) - CY0906N",82
193,"Moisture, Broccoli, cooked (CO2,CT1) - NFY0904L7",94
194,"Vitamin C, Broccoli, cooked (CO2,CT1) - NFY0904L8",164
195,"Broccoli, Region 1, Pure Composite, CY01077",109
196,"Broccoli, Region 1, AR1, NFY0104US",95
197,"Broccoli, Region 1, AR1, NFY0104UT",23
198,"Broccoli, Region 1, AR1, NFY0104UU",208
199,"Broccoli, Region 1, AR1, NFY0104UV",98
200,"Broccoli, Region 1, TN2, NFY0104UW",55
201,"Broccoli, Region 1, TN2, NFY0104UX",147
202,"Broccoli, Raw, Region 1, n/a, Yes, Carotenoids - NFY010AGR",110
203,"Broccoli, Region 1, n/a, Yes, Vitamin E - NFY010488",297
204,"Broccoli, Region 1, n/a, Yes, Proximates - NFY01047M",283
205,"Broccoli, Region 1, n/a, Yes, Minerals - NFY01047O",175
206,"Broccoli, Region 1, n/a, Yes, Sugar - NFY01047P",129
207,"Broccoli, Region 1, n/a, Yes, Fiber - NFY01047T",273
208,"Broccoli, Region 1, n/a, Yes, Vitamin C - NFY01047U",272
209,"Broccoli, Region 1, n/a, Yes, Thiamin - NFY01047V",206
210,"Broccoli, Region 1, n/a, Yes, Riboflavin - NFY01047W",52
211,"Broccoli, Region 1, n/a, Yes, Niacin - NFY010481",112
212,"Broccoli, Region 1, n/a, Yes, Pantothenic Acid - NFY010482",96
213,"Broccoli, Region 1, n/a, Yes, Vitamin B6 - NFY010483",28
214,"Broccoli, Region 1, n/a, Yes, Folate - NFY010484",14
215,"Broccoli, Region 1, n/a, Yes, Vitamin K - NFY01048A",67
216,"Broccoli, Region 1, n/a, Yes, Selenium - NFY01048B",132
217,"Broccoli, Region 1, n/a, Yes, Proximates - NFY01048F",46
218,"Broccoli, Pass 2, Region 1, Pure Composite, CY010H2",132
219,"Broccoli, Pass 2, Region 1, AR1, NFY010D0L",67
220,"Broccoli, Pass 2, Region 1, AR1, NFY010D0M",52
221,"Broccoli, Pass 2, Region 1, TN2, NFY010D0I",31
222,"Broccoli, Pass 2, Region 1, TN2, NFY010D0J",237
223,"Broccoli, Pass 2, Region 1, TN2, NFY010D0K",181
224,"Broccoli, Raw, Pass 2, Region 1, n/a, Yes, Carotenoids - NFY010GLR",42
225,"Broccoli, Pass 2, Region 1, n/a, Yes, Vitamin K - NFY010CV2",245
226,"Broccoli, Pass 2, Region 1, n/a, Yes, Proximates - NFY010CUE",158
227,"Broccoli, Pass 2, Region 1, n/a, Yes, Minerals - NFY010CUG",276
228,"Broccoli, Pass 2, Region 1, n/a, Yes, Sugar - NFY010CUH",181
229,"Broccoli, Pass 2, Region 1, n/a, Yes, Vitamin C - NFY010CUL",255
230,"Broccoli, Pass 2, Region 1, n/a, Yes, Thiamin - NFY010CUM",126
231,"Broccoli, Pass 2, Region 1, n/a, Yes, Riboflavin - NFY010CUN",187
232,"Broccoli, Pass 2, Region 1, n/a, Yes, Niacin - NFY010CUO",176
233,"Broccoli, Pass 2, Region 1, n/a, Yes, Pantothenic Acid - NFY010CUT",115
234,"Broccoli, Pass 2, Region 1, n/a, Yes, Vitamin B6 - NFY010CUU",146
235,"Broccoli, Pass 2, Region 1, n/a, Yes, Folate - NFY010CUV",300
236,"Broccoli, Pass 2, Region 1, n/a, Yes, Amino Acids - NFY010CUW",93
237,"Broccoli, Region 3, Pure Composite, CY0107A",127
238,"Broccoli, Region 3, IL2, NFY0104UY",63
239,"Broccoli, Region 3, IL2, NFY0104UZ",131
240,"Broccoli, Region 3, TX2, NFY0104V0",177
241,"Broccoli, Region 3, TX2, NFY0104V1",289
242,"Broccoli, Region 3, TX3, NFY0104V2",196
243,"Broccoli, Region 3, TX3, NFY0104V3",11
244,"Broccoli, Raw, Region 3, n/a, Yes, Carotenoids - NFY010AH9",101
245,"Broccoli, Region 3, n/a, Yes, Vitamin E - NFY0104BI",109
246,"Broccoli, Region 3, n/a, Yes, Amino Acids - NFY0104BG",125
247,"Broccoli, Region 3, n/a, Yes, Fatty Acids - NFY0104BH",122
248,"Broccoli, Region 3, n/a, Yes, Vitamin K - NFY0104BN",44
249,"Broccoli, Region 3, n/a, Yes, Selenium - NFY0104BO",244
250,"Broccoli, Region 3, n/a, Yes, Proximates - NFY0104BP",281
251,"Broccoli, Region 3, n/a, Yes, Vitamin B6 - NFY0104BB",258
252,"Broccoli, Region 3, n/a, Yes, Folate - NFY0104BC",237
253,"Broccoli, Region 3, n/a, Yes, Proximates - NFY0104AU",24
254,"Broccoli, Region 3, n/a, Yes, Minerals - NFY0104AW",127
255,"Broccoli, Region 3, n/a, Yes, Sugar - NFY0104AX",125
256,"Broccoli, Region 3, n/a, Yes, Fiber - NFY0104B1",205
257,"Broccoli, Region 3, n/a, Yes, Vitamin C - NFY0104B2",69
258,"Broccoli, Region 3, n/a, Yes, Thiamin - NFY0104B3",17
259,"Broccoli, Region 3, n/a, Yes, Riboflavin - NFY0104B4",22
260,"Broccoli, Region 3, n/a, Yes, Niacin - NFY0104B9",232
261,"Broccoli, Region 3, n/a, Yes, Pantothenic Acid - NFY0104BA",54
262,"Broccoli, Region 4, Pure Composite, CY0107C",151
263,"Broccoli, Region 4, PA2, NFY0104OE",113
264,"Broccoli, Region 4, PA2, NFY0104OF",273
265,"Broccoli, Region 4, PA4, NFY0104OG",193
266,"Broccoli, Region 4, PA4, NFY0104OH",260
267,"Broccoli, Region 4, NY/NJ1, NFY0104OR",293
268,"Broccoli, Region 4, NY/NJ1, NFY0104OS",182
269,"Broccoli, Region 4, NY/NJ1, NFY0104OT",280
270,"Broccoli, Region 4, NY/NJ1, NFY0104OU",33
271,"Broccoli, Region 4, PA2, NFY0104OD",95
272,"Broccoli, Region 4, PA2, NFY0104OC",162
273,"Broccoli, Raw, Region 4, n/a, Yes, Carotenoids - NFY010AHI",13
274,"Broccoli, Region 4, n/a, Yes, Vitamin E - NFY0104CK",201
275,"Broccoli, Region 4, n/a, Yes, Proximates - NFY0104BX",103
276,"Broccoli, Region 4, n/a, Yes, Minerals - NFY0104BZ",25
277,"Broccoli, Region 4, n/a, Yes, Sugar - NFY0104C0",276
278,"Broccoli, Region 4, n/a, Yes, Starch - NFY0104C4",189
279,"Broccoli, Region 4, n/a, Yes, Fiber - NFY0104C5",78
280,"Broccoli, Region 4, n/a, Yes, Vitamin C - NFY0104C6",205
281,"Broccoli, Region 4, n/a, Yes, Thiamin - NFY0104C7",144
282,"Broccoli, Region 4, n/a, Yes, Riboflavin - NFY0104CC",16
283,"Broccoli, Region 4, n/a, Yes, Niacin - NFY0104CD",47
284,"Broccoli, Region 4, n/a, Yes, Pantothenic Acid - NFY0104CE",181
285,"Broccoli, Region 4, n/a, Yes, Vitamin B6 - NFY0104CF",7
286,"Broccoli, Region 4, n/a, Yes, Folate - NFY0104CJ",199
287,"Broccoli, Region 4, n/a, Yes, Vitamin K - NFY0104CM",190
288,"Broccoli, Region 4, n/a, Yes, Selenium - NFY0104CQ",192
289,"Broccoli, Region 4, n/a, Yes, Proximates - NFY0104CS",216
290,"Broccoli, steamed, Region 4, Pure Composite, CY0107D",53
291,"Broccoli, Cooked, Region 4, n/a, Yes, Proximates - NFY0104CY",176
292,"Broccoli, Cooked, Region 4, n/a, Yes, Proximates - NFY0104DY",104
293,"Broccoli, Cooked, Region 4, n/a, Yes, Minerals - NFY0104D0",281
294,"Broccoli, Cooked, Region 4, n/a, Yes, Sugar - NFY0104D1",47
295,"Broccoli, Cooked, Region 4, n/a, Yes, Starch - NFY0104D5",129
296,"Broccoli, Cooked, Region 4, n/a, Yes, Fiber - NFY0104D6",202
297,"Broccoli, Cooked, Region 4, n/a, Yes, Vitamin C - NFY0104D7",176
298,"Broccoli, Cooked, Region 4, n/a, Yes, Thiamin - NFY0104D8",274
299,"Broccoli, Cooked, Region 4, n/a, Yes, Riboflavin - NFY0104DD",234
300,"Broccoli, Cooked, Region 4, n/a, Yes, Niacin - NFY0104DE",170
301,"Broccoli, Cooked, Region 4, n/a, Yes, Pantothenic Acid - NFY0104DF",206
302,"Broccoli, Cooked, Region 4, n/a, Yes, Vitamin B6 - NFY0104DG",105
303,"Broccoli, Cooked, Region 4, n/a, Yes, Folate - NFY0104DK",71
304,"Broccoli, Cooked, Region 4, n/a, Yes, Carotenoids - NFY0104DM",252
305,"Broccoli, Cooked, Region 4, n/a, Yes, Vitamin K - NFY0104DR",142
306,"Broccoli, Cooked, Region 4, n/a, Yes, Selenium - NFY0104DT",30
307,"Broccoli, Region 2, Pure Composite, CY01078",23
308,"Broccoli, Region 2, OR/WA3, NFY0104OK",136
309,"Broccoli, Region 2, OR/WA3, NFY0104OL",255
310,"Broccoli, Region 2, OR/WA3, NFY0104OM",183
311,"Broccoli, Region 2, OR/WA3, NFY0104ON",194
312,"Broccoli, Region 2, OR/WA2, NFY0104OO",44
313,"Broccoli, Region 2, OR/WA2, NFY0104OP",212
314,"Broccoli, Region 2, OR/WA2, NFY0104OQ",196
315,"Broccoli, Region 2, CA1, NFY0104OI",85
316,"Broccoli, Region 2, CA1, NFY0104OJ",139
317,"Broccoli, Raw, Region 2, n/a, Yes, Carotenoids - NFY010AH0",237
318,"Broccoli, Region 2, n/a, Yes, Vitamin E - NFY010498",292
319,"Broccoli, Region 2, n/a, Yes, Proximates - NFY01048K",23
320,"Broccoli, Region 2, n/a, Yes, Minerals - NFY01048M",204
321,"Broccoli, Region 2, n/a, Yes, Sugar - NFY01048N",198
322,"Broccoli, Region 2, n/a, Yes, Fiber - NFY01048R",213
323,"Broccoli, Region 2, n/a, Yes, Vitamin C - NFY01048S",165
324,"Broccoli, Region 2, n/a, Yes, Thiamin - NFY01048T",27
325,"Broccoli, Region 2, n/a, Yes, Riboflavin - NFY01048U",259
326,"Broccoli, Region 2, n/a, Yes, Niacin - NFY01048Z",254
327,"Broccoli, Region 2, n/a, Yes, Pantothenic Acid - NFY010490",29
328,"Broccoli, Region 2, n/a, Yes, Vitamin B6 - NFY010491",217
329,"Broccoli, Region 2, n/a, Yes, Folate - NFY010492",269
330,"Broccoli, Region 2, n/a, Yes, Amino Acids - NFY010496",47
331,"Broccoli, Region 2, n/a, Yes, Fatty Acids - NFY010497",279
332,"Broccoli, Region 2, n/a, Yes, Vitamin K - NFY01049D",38
333,"Broccoli, Region 2, n/a, Yes, Selenium - NFY01049E",75
334,"Broccoli, Region 2, n/a, Yes, Proximates - NFY01049F",291
335,"Broccoli, steamed, Region 2, Pure Composite, CY01079",270
336,"Broccoli, Cooked, Region 2, n/a, Yes, Vitamin E - NFY0104AB",118
337,"Broccoli, Cooked, Region 2, n/a, Yes, Proximates - NFY01049N",132
338,"Broccoli, Cooked, Region 2, n/a, Yes, Minerals - NFY01049P",116
339,"Broccoli, Cooked, Region 2, n/a, Yes, Sugar - NFY01049Q",288
340,"Broccoli, Cooked, Region 2, n/a, Yes, Fiber - NFY01049U",65
341,"Broccoli, Cooked, Region 2, n/a, Yes, Vitamin C - NFY01049V",116
342,"Broccoli, Cooked, Region 2, n/a, Yes, Thiamin - NFY01049W",275
343,"Broccoli, Cooked, Region 2, n/a, Yes, Riboflavin - NFY01049X",62
344,"Broccoli, Cooked, Region 2, n/a, Yes, Niacin - NFY0104A2",165
345,"Broccoli, Cooked, Region 2, n/a, Yes, Pantothenic Acid - NFY0104A3",86
346,"Broccoli, Cooked, Region 2, n/a, Yes, Vitamin B6 - NFY0104A4",214
347,"Broccoli, Cooked, Region 2, n/a, Yes, Folate - NFY0104A5",137
348,"Broccoli, Cooked, Region 2, n/a, Yes, Amino Acids - NFY0104A9",42
349,"Broccoli, Cooked, Region 2, n/a, Yes, Fatty Acids - NFY0104AA",204
350,"Broccoli, Cooked, Region 2, n/a, Yes, Carotenoids - NFY0104AC",272
351,"Broccoli, Cooked, Region 2, n/a, Yes, Vitamin K - NFY0104AH",3
352,"Broccoli, Cooked, Region 2, n/a, Yes, Selenium - NFY0104AJ",252
353,"Broccoli, Cooked, Region 2, n/a, Yes, Proximates - NFY0104AN",50
354,"Broccoli, Pass 2, Region 2, Pure Composite, CY010HH",51
355,"Broccoli, Pass 2, Region 2, CA1, NFY010DCV",221
356,"Broccoli, Pass 2, Region 2, CA1, NFY010DCW",97
357,"Broccoli, Pass 2, Region 2, CA1, NFY010DCX",29
358,"Broccoli, Pass 2, Region 2, OR/WA3, NFY010DCS",198
359,"Broccoli, Pass 2, Region 2, OR/WA3, NFY010DCT",207
360,"Broccoli, Pass 2, Region 2, OR/WA3, NFY010DCU",52
361,"Broccoli, Pass 2, Region 2, n/a, Yes, Proximates - NFY010D7D",198
362,"Broccoli, Pass 2, Region 2, n/a, Yes, Minerals - NFY010D7F",7
363,"Broccoli, Pass 2, Region 2, n/a, Yes, Sugar - NFY010D7G",201
364,"Broccoli, Pass 2, Region 2, n/a, Yes, Vitamin C - NFY010D7K",215
365,"Broccoli, Pass 2, Region 2, n/a, Yes, Thiamin - NFY010D7L",18
366,"Broccoli, Pass 2, Region 2, n/a, Yes, Riboflavin - NFY010D7M",63
367,"Broccoli, Pass 2, Region 2, n/a, Yes, Niacin - NFY010D7N",104
368,"Broccoli, Pass 2, Region 2, n/a, Yes, Pantothenic Acid - NFY010D7S",218
369,"Broccoli, Pass 2, Region 2, n/a, Yes, Vitamin B6 - NFY010D7T",194
370,"Broccoli, Pass 2, Region 2, n/a, Yes, Folate - NFY010D7U",284
371,"Broccoli, Pass 2, Region 2, n/a, Yes, Vitamin K - NFY010D7V",235
372,"Broccoli, Pass 2, Region 2, n/a, Yes, Vitamin E - NFY010D7W",277
373,"Broccoli, steamed, Pass 2, Region 2, Pure Composite, CY010HJ
",41
374,"Broccoli, Raw, Pass 2, Region 2, n/a, Yes, Carotenoids - NFY010GM1",195
375,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Proximates - NFY010D8W",27
376,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Minerals - NFY010D8X",150
377,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Sugar - NFY010D8Y",204
378,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Vitamin C - NFY010D92",287
379,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Thiamin - NFY010D93",8
380,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Riboflavin - NFY010D94",127
381,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Niacin - NFY010D95",265
382,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Pantothenic Acid - NFY010D9A",189
383,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Vitamin B6 - NFY010D9B",45
384,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Folate - NFY010D9C",194
385,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Vitamin E - NFY010D9D",173
386,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Carotenoids - NFY010D9H",128
387,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Vitamin K - NFY010D9J",10
388,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Selenium - NFY010D9O",73
389,"Broccoli, Pass 2, Region 4, Pure Composite, CY010H3",41
390,"Broccoli, Pass 2, Region 4, PA2, NFY010D0E",280
391,"Broccoli, Pass 2, Region 4, PA4, NFY010D0G",117
392,"Broccoli, Pass 2, Region 4, PA4, NFY010D0H",240
393,"Broccoli, Pass 2, Region 4, NY/NJ1, NFY010D0F",188
394,"Broccoli, Pass 2, Region 4, n/a, Yes, Minerals - NFY010CVA",72
395,"Broccoli, Pass 2, Region 4, n/a, Yes, Sugar - NFY010CVB",71
396,"Broccoli, Pass 2, Region 4, n/a, Yes, Vitamin C - NFY010CVF",101
397,"Broccoli, Pass 2, Region 4, n/a, Yes, Thiamin - NFY010CVG",250
398,"Broccoli, Pass 2, Region 4, n/a, Yes, Riboflavin - NFY010CVH",170
399,"Broccoli, Pass 2, Region 4, n/a, Yes, Niacin - NFY010CVI",61
400,"Broccoli, Pass 2, Region 4, n/a, Yes, Pantothenic Acid - NFY010CVN",233
401,"Broccoli, Pass 2, Region 4, n/a, Yes, Vitamin B6 - NFY010CVO",212
402,"Broccoli, Pass 2, Region 4, n/a, Yes, Folate - NFY010CVP",160
403,"Broccoli, Pass 2, Region 4, n/a, Yes, Amino Acids - NFY010CVQ",201
404,"Broccoli, Pass 2, Region 4, n/a, Yes, Vitamin K - NFY010CVW",176
405,"Broccoli, Pass 2, Region 4, n/a, Yes, Vitamin E - NFY010CVX",175
406,"Broccoli, Pass 2, Region 4, n/a, Yes, Proximates - NFY010CV8",184
407,"Broccoli, steamed, Pass 2, Region 4, Pure Composite, CY010H4",289
408,"Broccoli, Raw, Pass 2, Region 4, n/a, Yes, Carotenoids - NFY010GMO",162
409,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Proximates - NFY010CW4",2
410,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Minerals - NFY010CW6",121
411,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Sugar - NFY010CW7",10
412,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Vitamin C - NFY010CWB",101
413,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Thiamin - NFY010CWC",249
